iter	RMSE
592	17.11180638
593	17.10707022
594	17.102851
595	17.09868645
596	17.09504905
597	17.09120557
598	17.08830666
599	17.08644726
600	17.08391733
601	17.08046669
602	17.07721349
603	17.07442922
604	17.0715563
605	17.06908092
606	17.06409646
607	17.06061561
608	17.05651003
609	17.05410873
610	17.05025682
611	17.04704895
612	17.04299064
613	17.03812609
614	17.03443362
615	17.0311174
616	17.02870122
617	17.02576731
618	17.02295807
619	17.01985596
620	17.01740391
621	17.01314125
622	17.01072819
623	17.0089725
624	17.00559976
625	17.00344343
626	16.99955342
627	16.99487198
628	16.99185119
629	16.98716742
630	16.98470611
631	16.98166257
632	16.97871173
633	16.97452129
634	16.97171409
635	16.96907542
636	16.96564608
637	16.96081736
638	16.95661206
639	16.9540571
640	16.94938032
641	16.94683056
642	16.94412584
643	16.94029885
644	16.93724062
645	16.93334294
646	16.92994477
647	16.92784203
648	16.9261684
649	16.92304024
650	16.91869879
651	16.91543703
652	16.91166924
653	16.90906906
654	16.90563844
655	16.90305581
656	16.89787829
657	16.89464357
658	16.89252666
659	16.89028706
660	16.88787249
661	16.88521595
662	16.88278831
663	16.8804463
664	16.87778758
665	16.8728931
666	16.86890751
667	16.86532564
668	16.86229701
669	16.85874216
670	16.8541893
671	16.85040011
672	16.84762636
673	16.84520946
674	16.84165127
675	16.83837234
676	16.83320981
677	16.82942958
678	16.82586614
679	16.82255384
680	16.82067988
681	16.81606632
682	16.81313548
683	16.8097479
684	16.80635691
685	16.80331899
686	16.80076326
687	16.79840962
688	16.79566946
689	16.79297244
690	16.78990968
691	16.78745554
692	16.78265995
693	16.77870215
694	16.77599952
695	16.77296287
696	16.77115267
697	16.76731545
698	16.76422201
699	16.76208241
700	16.75807771
701	16.75458874
702	16.75132125
703	16.74884506
704	16.74587771
705	16.74381277
706	16.74093621
707	16.73860939
708	16.73499842
709	16.73134162
710	16.72915395
711	16.7259033
712	16.72314723
713	16.71979727
714	16.71696124
715	16.71229999
716	16.70834974
717	16.70584563
718	16.70291491
719	16.69838073
720	16.69488819
721	16.69202819
722	16.68988796
723	16.68735509
724	16.68359924
725	16.68086991
726	16.67739719
727	16.67365581
728	16.66889071
729	16.66608013
730	16.66219282
731	16.66012263
732	16.65769031
733	16.65519977
734	16.65296281
735	16.65048673
736	16.64836153
737	16.64533447
738	16.64244533
739	16.64013024
740	16.63790834
741	16.63462783
742	16.63109003
743	16.62852381
744	16.62396342
745	16.62093234
746	16.61863682
747	16.61604251
748	16.61407797
749	16.61205701
750	16.60871645
751	16.6047672
752	16.60202599
753	16.59957745
754	16.59683274
755	16.5932962
756	16.59031271
757	16.58779609
758	16.58589759
759	16.58353808
760	16.58043029
761	16.57688507
762	16.57531418
763	16.57130585
764	16.56901524
765	16.56483189
766	16.56145812
767	16.55768403
768	16.55520247
769	16.55197212
770	16.54732992
771	16.54467603
772	16.54043218
773	16.53695669
774	16.53416471
775	16.53206505
776	16.52866454
777	16.52562906
778	16.5213441
779	16.51895714
780	16.51663404
781	16.51283517
782	16.50966918
783	16.5066462
784	16.50478267
785	16.50153954
786	16.49801011
787	16.49593658
788	16.49298062
789	16.49056782
790	16.48870009
791	16.48591665
792	16.4819196
793	16.47895455
794	16.47666611
795	16.47452978
796	16.47207921
797	16.46874489
798	16.46656647
799	16.46357657
800	16.46066484
801	16.45799257
802	16.45444272
803	16.4509878
804	16.4480021
805	16.44421667
806	16.44239248
807	16.43869438
808	16.43656596
809	16.4334347
810	16.43016927
811	16.42812816
812	16.42572187
813	16.4230074
814	16.4198504
815	16.41848453
816	16.41596253
817	16.41351034
818	16.40989549
819	16.40542011
820	16.40141625
821	16.39777048
822	16.39599746
823	16.39376869
824	16.39083363
825	16.38839322
826	16.38558139
827	16.38202193
828	16.37877832
829	16.37664926
830	16.37326935
831	16.37037472
832	16.36846804
833	16.36593827
834	16.36277045
835	16.3600631
836	16.35802543
837	16.35566838
838	16.35157845
839	16.35021718
840	16.34678929
841	16.34355029
842	16.34033666
843	16.33918642
844	16.33613244
845	16.33283535
846	16.33061566
847	16.32863714
848	16.32630352
849	16.32350244
850	16.3198524
851	16.31676713
852	16.31346302
853	16.30980639
854	16.30607882
855	16.30308795
856	16.29990738
857	16.29598804
858	16.29277823
859	16.28965051
860	16.28671543
861	16.28453287
862	16.28198033
863	16.27905608
864	16.27571927
865	16.27318931
866	16.27037467
867	16.26720558
868	16.26385416
869	16.26081484
870	16.25812041
871	16.25607139
872	16.25359694
873	16.25226367
874	16.25077072
875	16.2487179
876	16.24586179
877	16.24225432
878	16.2409602
879	16.23950475
880	16.23684829
881	16.2350254
882	16.23211982
883	16.22957332
884	16.2269499
885	16.22351379
886	16.22120603
887	16.21760887
888	16.21584562
889	16.21416072
890	16.21097734
891	16.20793945
892	16.20534012
893	16.20394576
894	16.20118923
895	16.19873387
896	16.19706122
897	16.19391522
898	16.19249073
899	16.18978229
900	16.18543397
901	16.18341205
902	16.18120022
903	16.17884568
904	16.17606357
905	16.17297984
906	16.17053004
907	16.16755458
908	16.16377992
909	16.1616123
910	16.15853919
911	16.1563663
912	16.15383398
913	16.15068976
914	16.14783199
915	16.145447
916	16.14225443
917	16.14075101
918	16.13707444
919	16.13423814
920	16.13129686
921	16.12805295
922	16.12592667
923	16.12295582
924	16.11819686
925	16.1145892
926	16.11237479
927	16.11062918
928	16.10804265
929	16.10519306
930	16.10328063
931	16.10096514
932	16.09838011
933	16.09580675
934	16.09350016
935	16.09147478
936	16.08926335
937	16.08585634
938	16.08336355
939	16.08049024
940	16.0786214
941	16.0754861
942	16.07259892
943	16.07100531
944	16.06794157
945	16.06484648
946	16.06188315
947	16.05618536
948	16.05097852
949	16.04882376
950	16.0466348
951	16.04489282
952	16.04193131
953	16.03912536
954	16.03679302
955	16.03480027
956	16.03273844
957	16.03023408
958	16.02815305
959	16.0262662
960	16.02242407
961	16.0195123
962	16.01733108
963	16.01452368
964	16.01195039
965	16.00998113
966	16.00802305
967	16.00572025
968	16.00329752
969	16.0009824
970	15.99812121
971	15.99636598
972	15.99349567
973	15.99141709
974	15.98823411
975	15.98455187
976	15.98194167
977	15.97853614
978	15.97708983
979	15.9752891
980	15.97271996
981	15.97008386
982	15.96721974
983	15.96520527
984	15.96247544
985	15.95985029
986	15.95796826
987	15.95612145
988	15.95382792
989	15.95186509
990	15.94885457
991	15.9460637
992	15.94353295
993	15.94185362
994	15.93950664
995	15.93748854
996	15.93462979
997	15.93261556
998	15.92981738
999	15.92715226
